"file","pointCount","xMin","xMax","yMin","yMax","zMin","zMax"
"0103ee0f-a82f-4cd6-bb84-ca576e96ab79.mod","4","74.5880724000017","116.025890400007","549.33064510488","549.33064510488","1160.5775155","1167.93419603194"
"0103ee0f-a82f-4cd6-bb84-ca576e96ab79.mod","4","74.5880724000017","116.025890400007","549.33064510488","549.33064510488","1154.08313982376","1160.5775155"
"0103ee0f-a82f-4cd6-bb84-ca576e96ab79.mod","8","-116.132038965359","-44.1634856430075","549.33064510488","549.33064510488","62.1567270000014","163.433041400007"
"0103ee0f-a82f-4cd6-bb84-ca576e96ab79.mod","8","44.1634856430075","116.132038965359","549.33064510488","549.33064510488","62.1567270000014","163.433041400007"
"0103ee0f-a82f-4cd6-bb84-ca576e96ab79.mod","4","-116.132038965359","116.025890399993","549.33064510488","549.33064510488","55.2504240000053","62.1567270000016"
"0103ee0f-a82f-4cd6-bb84-ca576e96ab79.mod","8","-336.284790152567","-336.284790152567","-425.784595705795","-323.837238300236","0","55.2504240000053"
"0103ee0f-a82f-4cd6-bb84-ca576e96ab79.mod","8","-336.284790152567","-336.284790152567","323.837238300481","425.78459570604","0","55.2504240000053"
"013d3463-b91f-4a01-9c29-80f1ddad6fcc.mod","10","-20","20","-20","20","0","0"
"0140c3e9-bd13-4f79-900e-0219b972696e.mod","4","-275","275","-110","110","0","0"
"01756dc5-7789-4322-8ac0-8dbc1b004be2.mod","5","1287.25584472427","1287.25584472427","-321.542243538067","-312.62215974194","1732.31036069142","1777.31036069142"
"017f6765-05bf-446f-9e07-bbcc002756f7.mod","4","302.105721633723","347.105721633723","357.218026577935","357.218026577935","304.071650908494","504.071650908495"
"017f6765-05bf-446f-9e07-bbcc002756f7.mod","4","297.105721633723","352.105721633723","357.218026577935","357.218026577936","292.736423012624","512.736423012623"
"017f6765-05bf-446f-9e07-bbcc002756f7.mod","4","297.105721633726","352.105721633726","357.218026577935","357.218026577936","1152.73642301262","1372.73642301262"
"017f6765-05bf-446f-9e07-bbcc002756f7.mod","4","-499.999999999989","500.000000000011","334.999999999995","335.000000000003","1649.63298351714","2300"
