"sample","modFile","entityId","entityVisible","primitiveName","attrsJson","attr_L","attr_Array","attr_Normal"
"demo-substation","4caf830b-6013-4b82-8428-be99220e932e.mod","3297893","True","StretchedBody","{""L"":""190"",""Array"":""-605.001262806616,3010.00982308738,1797.01358447231;-605.001262806616,3008.34484102459,1797.17562631162;-605.001262806616,3006.36549424101,1797.72251368454;-605.001262806616,3004.71339998417,1798.56429775336;-605.001262806616,3002.93352168223,1800.0056147833;-605.001262806616,3001.32906825913,1802.13479638995;-605.001262806616,3000.48012519388,1804.34636868579;-605.001262806616,3000.00982308735,1807.01358447231;-605.001262806616,3000.00982308735,1978.01358447243;-605.001262806616,3004.00982308735,1978.01358447243;-605.001262806616,3004.00982308735,1807.01358447231;-605.001262806616,3004.81367066464,1804.01358447229;-605.001262806616,3007.00982308736,1801.81743204957;-605.001262806616,3010.00982308738,1801.01358447231;-605.001262806616,3080.00982308747,1801.01358447231;-605.001262806616,3080.00982308747,1797.01358447231;"",""Normal"":""304.8,0,0""}","190","-605.001262806616,3010.00982308738,1797.01358447231;-605.001262806616,3008.34484102459,1797.17562631162;-605.001262806616,3006.36549424101,1797.72251368454;-605.001262806616,3004.71339998417,1798.56429775336;-605.001262806616,3002.93352168223,1800.0056147833;-605.001262806616,3001.32906825913,1802.13479638995;-605.001262806616,3000.48012519388,1804.34636868579;-605.001262806616,3000.00982308735,1807.01358447231;-605.001262806616,3000.00982308735,1978.01358447243;-605.001262806616,3004.00982308735,1978.01358447243;-605.001262806616,3004.00982308735,1807.01358447231;-605.001262806616,3004.81367066464,1804.01358447229;-605.001262806616,3007.00982308736,1801.81743204957;-605.001262806616,3010.00982308738,1801.01358447231;-605.001262806616,3080.00982308747,1801.01358447231;-605.001262806616,3080.00982308747,1797.01358447231;","304.8,0,0"
"demo-substation","4caf830b-6013-4b82-8428-be99220e932e.mod","3297914","True","StretchedBody","{""L"":""300"",""Array"":""360.199999999996,-879.629131843079,1188.16171523662;360.199999999996,-879.629131843079,978.946595365252;360.199999999996,-544.999630867359,978.946595365252;360.199999999996,-544.999630867359,1188.16171523662;"",""Normal"":""304.8,0,0""}","300","360.199999999996,-879.629131843079,1188.16171523662;360.199999999996,-879.629131843079,978.946595365252;360.199999999996,-544.999630867359,978.946595365252;360.199999999996,-544.999630867359,1188.16171523662;","304.8,0,0"
"demo-substation","4caf830b-6013-4b82-8428-be99220e932e.mod","3297921","True","StretchedBody","{""L"":""300"",""Array"":""-149.799998030724,-879.629131843078,1188.16171523662;-149.799998030724,-879.629131843078,978.946595365252;-149.799998030724,-544.999630867357,978.946595365252;-149.799998030724,-544.999630867357,1188.16171523662;"",""Normal"":""304.8,0,0""}","300","-149.799998030724,-879.629131843078,1188.16171523662;-149.799998030724,-879.629131843078,978.946595365252;-149.799998030724,-544.999630867357,978.946595365252;-149.799998030724,-544.999630867357,1188.16171523662;","304.8,0,0"
"demo-substation","4caf830b-6013-4b82-8428-be99220e932e.mod","3297928","True","StretchedBody","{""L"":""300"",""Array"":""-659.801234890428,-879.629131843076,1188.16171523662;-659.801234890428,-879.629131843076,978.946595365252;-659.801234890428,-544.999630867355,978.946595365252;-659.801234890428,-544.999630867355,1188.16171523662;"",""Normal"":""304.8,0,0""}","300","-659.801234890428,-879.629131843076,1188.16171523662;-659.801234890428,-879.629131843076,978.946595365252;-659.801234890428,-544.999630867355,978.946595365252;-659.801234890428,-544.999630867355,1188.16171523662;","304.8,0,0"
"demo-substation","4caf830b-6013-4b82-8428-be99220e932e.mod","3297937","True","StretchedBody","{""L"":""9.81733328518684"",""Array"":""505.182666715044,1901.99964317586,1338.0098085892;505.182666715044,1901.99964317586,1237.00981058921;505.182666715044,1970.72040317589,1237.00981058921;505.182666715044,1970.72040317589,1338.0098085892;"",""Normal"":""304.8,0,0""}","9.81733328518684","505.182666715044,1901.99964317586,1338.0098085892;505.182666715044,1901.99964317586,1237.00981058921;505.182666715044,1970.72040317589,1237.00981058921;505.182666715044,1970.72040317589,1338.0098085892;","304.8,0,0"
"demo-substation","4caf830b-6013-4b82-8428-be99220e932e.mod","3297946","True","StretchedBody","{""L"":""9.81733328518684"",""Array"":""-4.81733131567432,1901.99964317586,1338.0098085892;-4.81733131567432,1901.99964317586,1237.00981058921;-4.81733131567432,1970.72040317589,1237.00981058921;-4.81733131567432,1970.72040317589,1338.0098085892;"",""Normal"":""304.8,0,0""}","9.81733328518684","-4.81733131567432,1901.99964317586,1338.0098085892;-4.81733131567432,1901.99964317586,1237.00981058921;-4.81733131567432,1970.72040317589,1237.00981058921;-4.81733131567432,1970.72040317589,1338.0098085892;","304.8,0,0"
"demo-substation","4caf830b-6013-4b82-8428-be99220e932e.mod","3297955","True","StretchedBody","{""L"":""9.81733328518684"",""Array"":""-514.818568175379,1901.99964317586,1338.0098085892;-514.818568175379,1901.99964317586,1237.00981058921;-514.818568175379,1970.72040317589,1237.00981058921;-514.818568175379,1970.72040317589,1338.0098085892;"",""Normal"":""304.8,0,0""}","9.81733328518684","-514.818568175379,1901.99964317586,1338.0098085892;-514.818568175379,1901.99964317586,1237.00981058921;-514.818568175379,1970.72040317589,1237.00981058921;-514.818568175379,1970.72040317589,1338.0098085892;","304.8,0,0"
"demo-substation","4caf830b-6013-4b82-8428-be99220e932e.mod","3298055","True","StretchedBody","{""L"":""900.000191066277"",""Array"":""1545.00000471773,-414.999630867364,1094.51006369945;1545.00000471773,-414.999630867364,1100.51006369953;1585.0000047177,-414.999630867364,1100.51006369953;1589.10424643701,-414.999630867364,1101.23375224999;1592.71345603443,-414.999630867364,1103.31753038263;1594.19253803472,-414.999630867364,1104.79661238291;1596.27631616735,-414.999630867364,1108.40582198033;1596.81769775374,-414.999630867364,1110.42628556701;1597.0000047177,-414.999630867364,1112.51006369964;1597.0000047177,-414.999630867364,1202.00993656271;1596.81769775374,-414.999630867364,1204.09371469534;1596.27631616735,-414.999630867364,1206.11417828201;1594.19253803472,-414.999630867364,1209.72338787943;1592.71345603443,-414.999630867364,1211.20246987972;1589.10424643701,-414.999630867364,1213.28624801235;1585.0000047177,-414.999630867364,1214.00993656282;1545.00000471773,-414.999630867364,1214.00993656282;1545.00000471773,-414.999630867364,1220.00993656289;1655.0000047175,-414.999630867364,1220.00993656289;1655.0000047175,-414.999630867364,1214.00993656282;1615.00000471752,-414.999630867364,1214.00993656282;1610.89576299822,-414.999630867364,1213.28624801235;1607.2865534008,-414.999630867364,1211.20246987972;1605.80747140051,-414.999630867364,1209.72338787943;1603.72369326788,-414.999630867364,1206.11417828201;1603.18231168149,-414.999630867364,1204.09371469534;1603.00000471794,-414.999630867364,1202.00993656746;1603.00000471794,-414.999630867364,1112.51006369489;1603.18231168149,-414.999630867364,1110.42628556701;1603.72369326788,-414.999630867364,1108.40582198033;1605.80747140051,-414.999630867364,1104.79661238291;1607.2865534008,-414.999630867364,1103.31753038263;1610.89576299822,-414.999630867364,1101.23375224999;1615.00000471752,-414.999630867364,1100.51006369953;1655.0000047175,-414.999630867364,1100.51006369953;1655.0000047175,-414.999630867364,1094.51006369945;"",""Normal"":""0,304.8,0""}","900.000191066277","1545.00000471773,-414.999630867364,1094.51006369945;1545.00000471773,-414.999630867364,1100.51006369953;1585.0000047177,-414.999630867364,1100.51006369953;1589.10424643701,-414.999630867364,1101.23375224999;1592.71345603443,-414.999630867364,1103.31753038263;1594.19253803472,-414.999630867364,1104.79661238291;1596.27631616735,-414.999630867364,1108.40582198033;1596.81769775374,-414.999630867364,1110.42628556701;1597.0000047177,-414.999630867364,1112.51006369964;1597.0000047177,-414.999630867364,1202.00993656271;1596.81769775374,-414.999630867364,1204.09371469534;1596.27631616735,-414.999630867364,1206.11417828201;1594.19253803472,-414.999630867364,1209.72338787943;1592.71345603443,-414.999630867364,1211.20246987972;1589.10424643701,-414.999630867364,1213.28624801235;1585.0000047177,-414.999630867364,1214.00993656282;1545.00000471773,-414.999630867364,1214.00993656282;1545.00000471773,-414.999630867364,1220.00993656289;1655.0000047175,-414.999630867364,1220.00993656289;1655.0000047175,-414.999630867364,1214.00993656282;1615.00000471752,-414.999630867364,1214.00993656282;1610.89576299822,-414.999630867364,1213.28624801235;1607.2865534008,-414.999630867364,1211.20246987972;1605.80747140051,-414.999630867364,1209.72338787943;1603.72369326788,-414.999630867364,1206.11417828201;1603.18231168149,-414.999630867364,1204.09371469534;1603.00000471794,-414.999630867364,1202.00993656746;1603.00000471794,-414.999630867364,1112.51006369489;1603.18231168149,-414.999630867364,1110.42628556701;1603.72369326788,-414.999630867364,1108.40582198033;1605.80747140051,-414.999630867364,1104.79661238291;1607.2865534008,-414.999630867364,1103.31753038263;1610.89576299822,-414.999630867364,1101.23375224999;1615.00000471752,-414.999630867364,1100.51006369953;1655.0000047175,-414.999630867364,1100.51006369953;1655.0000047175,-414.999630867364,1094.51006369945;","0,304.8,0"
"demo-substation","4caf830b-6013-4b82-8428-be99220e932e.mod","3298097","True","StretchedBody","{""L"":""1691.11608252861"",""Array"":""755.000004717735,3150.00982308727,1868.98797316122;755.000004717735,3150.00982308727,1862.98797316115;755.000004717735,3115.0098230873,1862.98797316115;755.000004717735,3110.90558136799,1862.26428461068;755.000004717735,3107.29637177057,1860.18050647805;755.000004717735,3105.81728977029,1858.70142447776;755.000004717735,3103.73351163765,1855.09221488034;755.000004717735,3103.19213005127,1853.07175129367;755.000004717735,3103.0098230873,1850.98797316104;755.000004717735,3103.0098230873,1786.98810029797;755.000004717735,3103.19213005127,1784.90432216534;755.000004717735,3103.73351163765,1782.88385857866;755.000004717735,3105.81728977029,1779.27464898124;755.000004717735,3107.29637177058,1777.79556698095;755.000004717735,3110.90558136799,1775.71178884832;755.000004717735,3115.0098230873,1774.98810029786;755.000004717735,3150.00982308727,1774.98810029786;755.000004717735,3150.00982308727,1768.98810029778;755.000004717735,3050.00982308751,1768.98810029778;755.000004717735,3050.00982308751,1774.98810029786;755.000004717735,3085.00982308748,1774.98810029786;755.000004717735,3089.11406480679,1775.71178884832;755.000004717735,3092.72327440421,1777.79556698095;755.000004717735,3094.20235640449,1779.27464898124;755.000004717735,3096.28613453713,1782.88385857866;755.000004717735,3096.82751612351,1784.90432216534;755.000004717735,3097.00982308706,1786.98810029321;755.000004717735,3097.00982308706,1850.98797316579;755.000004717735,3096.82751612351,1853.07175129367;755.000004717735,3096.28613453713,1855.09221488034;755.000004717735,3094.20235640449,1858.70142447776;755.000004717735,3092.72327440421,1860.18050647805;755.000004717735,3089.11406480679,1862.26428461068;755.000004717735,3085.00982308748,1862.98797316115;755.000004717735,3050.00982308751,1862.98797316115;755.000004717735,3050.00982308751,1868.98797316122;"",""Normal"":""304.8,0,0""}","1691.11608252861","755.000004717735,3150.00982308727,1868.98797316122;755.000004717735,3150.00982308727,1862.98797316115;755.000004717735,3115.0098230873,1862.98797316115;755.000004717735,3110.90558136799,1862.26428461068;755.000004717735,3107.29637177057,1860.18050647805;755.000004717735,3105.81728977029,1858.70142447776;755.000004717735,3103.73351163765,1855.09221488034;755.000004717735,3103.19213005127,1853.07175129367;755.000004717735,3103.0098230873,1850.98797316104;755.000004717735,3103.0098230873,1786.98810029797;755.000004717735,3103.19213005127,1784.90432216534;755.000004717735,3103.73351163765,1782.88385857866;755.000004717735,3105.81728977029,1779.27464898124;755.000004717735,3107.29637177058,1777.79556698095;755.000004717735,3110.90558136799,1775.71178884832;755.000004717735,3115.0098230873,1774.98810029786;755.000004717735,3150.00982308727,1774.98810029786;755.000004717735,3150.00982308727,1768.98810029778;755.000004717735,3050.00982308751,1768.98810029778;755.000004717735,3050.00982308751,1774.98810029786;755.000004717735,3085.00982308748,1774.98810029786;755.000004717735,3089.11406480679,1775.71178884832;755.000004717735,3092.72327440421,1777.79556698095;755.000004717735,3094.20235640449,1779.27464898124;755.000004717735,3096.28613453713,1782.88385857866;755.000004717735,3096.82751612351,1784.90432216534;755.000004717735,3097.00982308706,1786.98810029321;755.000004717735,3097.00982308706,1850.98797316579;755.000004717735,3096.82751612351,1853.07175129367;755.000004717735,3096.28613453713,1855.09221488034;755.000004717735,3094.20235640449,1858.70142447776;755.000004717735,3092.72327440421,1860.18050647805;755.000004717735,3089.11406480679,1862.26428461068;755.000004717735,3085.00982308748,1862.98797316115;755.000004717735,3050.00982308751,1862.98797316115;755.000004717735,3050.00982308751,1868.98797316122;","304.8,0,0"
"demo-substation","4caf830b-6013-4b82-8428-be99220e932e.mod","3298135","True","StretchedBody","{""L"":""1649.00000000011"",""Array"":""1550.20601519002,3150.00982308727,120.007264650053;1550.20601519002,3144.0098230872,120.007264650053;1585.20601519,3144.0098230872,120.007264650053;1589.3102569093,3143.28613453673,120.007264650053;1592.91946650673,3141.2023564041,120.007264650053;1594.39854850701,3139.72327440381,120.007264650053;1596.48232663964,3136.11406480639,120.007264650053;1597.02370822603,3134.09360121971,120.007264650053;1597.20601519,3132.00982308709,120.007264650053;1597.20601519,3068.00995022401,120.007264650053;1597.02370822603,3065.92617209139,120.007264650053;1596.48232663965,3063.90570850471,120.007264650053;1594.39854850701,3060.29649890729,120.007264650053;1592.91946650672,3058.817416907,120.007264650053;1589.31025690931,3056.73363877437,120.007264650053;1585.20601519,3056.00995022391,120.007264650053;1550.20601519002,3056.00995022391,120.007264650053;1550.20601519002,3050.00995022383,120.007264650053;1650.20601518979,3050.00995022383,120.007264650053;1650.20601518979,3056.00995022391,120.007264650053;1615.20601518982,3056.00995022391,120.007264650053;1611.10177347051,3056.73363877437,120.007264650053;1607.49256387309,3058.817416907,120.007264650053;1606.0134818728,3060.29649890729,120.007264650053;1603.92970374017,3063.90570850471,120.007264650053;1603.38832215379,3065.92617209139,120.007264650053;1603.20601519024,3068.00995021927,120.007264650053;1603.20601519024,3132.00982309184,120.007264650053;1603.38832215379,3134.09360121971,120.007264650053;1603.92970374017,3136.11406480639,120.007264650053;1606.0134818728,3139.72327440381,120.007264650053;1607.49256387309,3141.2023564041,120.007264650053;1611.10177347051,3143.28613453673,120.007264650053;1615.20601518982,3144.0098230872,120.007264650053;1650.20601518979,3144.0098230872,120.007264650053;1650.20601518979,3150.00982308727,120.007264650053;"",""Normal"":""0,4.22994972382185E-13,304.8""}","1649.00000000011","1550.20601519002,3150.00982308727,120.007264650053;1550.20601519002,3144.0098230872,120.007264650053;1585.20601519,3144.0098230872,120.007264650053;1589.3102569093,3143.28613453673,120.007264650053;1592.91946650673,3141.2023564041,120.007264650053;1594.39854850701,3139.72327440381,120.007264650053;1596.48232663964,3136.11406480639,120.007264650053;1597.02370822603,3134.09360121971,120.007264650053;1597.20601519,3132.00982308709,120.007264650053;1597.20601519,3068.00995022401,120.007264650053;1597.02370822603,3065.92617209139,120.007264650053;1596.48232663965,3063.90570850471,120.007264650053;1594.39854850701,3060.29649890729,120.007264650053;1592.91946650672,3058.817416907,120.007264650053;1589.31025690931,3056.73363877437,120.007264650053;1585.20601519,3056.00995022391,120.007264650053;1550.20601519002,3056.00995022391,120.007264650053;1550.20601519002,3050.00995022383,120.007264650053;1650.20601518979,3050.00995022383,120.007264650053;1650.20601518979,3056.00995022391,120.007264650053;1615.20601518982,3056.00995022391,120.007264650053;1611.10177347051,3056.73363877437,120.007264650053;1607.49256387309,3058.817416907,120.007264650053;1606.0134818728,3060.29649890729,120.007264650053;1603.92970374017,3063.90570850471,120.007264650053;1603.38832215379,3065.92617209139,120.007264650053;1603.20601519024,3068.00995021927,120.007264650053;1603.20601519024,3132.00982309184,120.007264650053;1603.38832215379,3134.09360121971,120.007264650053;1603.92970374017,3136.11406480639,120.007264650053;1606.0134818728,3139.72327440381,120.007264650053;1607.49256387309,3141.2023564041,120.007264650053;1611.10177347051,3143.28613453673,120.007264650053;1615.20601518982,3144.0098230872,120.007264650053;1650.20601518979,3144.0098230872,120.007264650053;1650.20601518979,3150.00982308727,120.007264650053;","0,4.22994972382185E-13,304.8"
"demo-substation","4caf830b-6013-4b82-8428-be99220e932e.mod","3298176","True","StretchedBody","{""L"":""190"",""Array"":""1504.9999787707,3010.00982308737,1797.01358447231;1504.9999787707,3008.34484102458,1797.17562631162;1504.9999787707,3006.365494241,1797.72251368454;1504.9999787707,3004.71339998417,1798.56429775336;1504.9999787707,3002.93352168223,1800.0056147833;1504.9999787707,3001.32906825913,1802.13479638995;1504.9999787707,3000.48012519388,1804.34636868579;1504.9999787707,3000.00982308734,1807.01358447231;1504.9999787707,3000.00982308734,1978.01358447243;1504.9999787707,3004.00982308734,1978.01358447243;1504.9999787707,3004.00982308734,1807.01358447231;1504.9999787707,3004.81367066464,1804.01358447229;1504.9999787707,3007.00982308736,1801.81743204957;1504.9999787707,3010.00982308737,1801.01358447231;1504.9999787707,3080.00982308746,1801.01358447231;1504.9999787707,3080.00982308746,1797.01358447231;"",""Normal"":""304.8,0,0""}","190","1504.9999787707,3010.00982308737,1797.01358447231;1504.9999787707,3008.34484102458,1797.17562631162;1504.9999787707,3006.365494241,1797.72251368454;1504.9999787707,3004.71339998417,1798.56429775336;1504.9999787707,3002.93352168223,1800.0056147833;1504.9999787707,3001.32906825913,1802.13479638995;1504.9999787707,3000.48012519388,1804.34636868579;1504.9999787707,3000.00982308734,1807.01358447231;1504.9999787707,3000.00982308734,1978.01358447243;1504.9999787707,3004.00982308734,1978.01358447243;1504.9999787707,3004.00982308734,1807.01358447231;1504.9999787707,3004.81367066464,1804.01358447229;1504.9999787707,3007.00982308736,1801.81743204957;1504.9999787707,3010.00982308737,1801.01358447231;1504.9999787707,3080.00982308746,1801.01358447231;1504.9999787707,3080.00982308746,1797.01358447231;","304.8,0,0"
"demo-substation","4caf830b-6013-4b82-8428-be99220e932e.mod","3298195","True","StretchedBody","{""L"":""633.000000000064"",""Array"":""1550.20601519002,40.0005601988925,1236.00993656285;1550.20601519002,34.0005601988164,1236.00993656285;1585.20601519,34.0005601988166,1236.00993656285;1589.3102569093,33.2768716483537,1236.00993656285;1592.91946650673,31.1930935157201,1236.00993656285;1594.39854850701,29.7140115154329,1236.00993656285;1596.48232663964,26.1048019180138,1236.00993656285;1597.02370822603,24.0843383313353,1236.00993656285;1597.20601519,22.0005601987062,1236.00993656285;1597.20601519,-21.9993126643679,1236.00993656285;1597.02370822603,-24.0830907969934,1236.00993656285;1596.48232663965,-26.103554383667,1236.00993656285;1594.39854850701,-29.7127639810881,1236.00993656285;1592.91946650672,-31.1918459813817,1236.00993656285;1589.31025690931,-33.2756241140076,1236.00993656285;1585.20601519,-33.9993126644714,1236.00993656285;1550.20601519002,-33.9993126644716,1236.00993656285;1550.20601519002,-39.9993126645488,1236.00993656285;1650.20601518979,-39.9993126645482,1236.00993656285;1650.20601518979,-33.9993126644716,1236.00993656285;1615.20601518982,-33.999312664472,1236.00993656285;1611.10177347051,-33.2756241140089,1236.00993656285;1607.49256387309,-31.1918459813753,1236.00993656285;1606.0134818728,-29.7127639810881,1236.00993656285;1603.92970374017,-26.1035543836678,1236.00993656285;1603.38832215379,-24.0830907969937,1236.00993656285;1603.20601519024,-21.9993126691091,1236.00993656285;1603.20601519024,22.0005602034594,1236.00993656285;1603.38832215379,24.0843383313351,1236.00993656285;1603.92970374017,26.1048019180138,1236.00993656285;1606.0134818728,29.7140115154329,1236.00993656285;1607.49256387309,31.1930935157201,1236.00993656285;1611.10177347051,33.2768716483537,1236.00993656285;1615.20601518982,34.0005601988165,1236.00993656285;1650.20601518979,34.0005601988164,1236.00993656285;1650.20601518979,40.000560198893,1236.00993656285;"",""Normal"":""0,4.22994972382185E-13,304.8""}","633.000000000064","1550.20601519002,40.0005601988925,1236.00993656285;1550.20601519002,34.0005601988164,1236.00993656285;1585.20601519,34.0005601988166,1236.00993656285;1589.3102569093,33.2768716483537,1236.00993656285;1592.91946650673,31.1930935157201,1236.00993656285;1594.39854850701,29.7140115154329,1236.00993656285;1596.48232663964,26.1048019180138,1236.00993656285;1597.02370822603,24.0843383313353,1236.00993656285;1597.20601519,22.0005601987062,1236.00993656285;1597.20601519,-21.9993126643679,1236.00993656285;1597.02370822603,-24.0830907969934,1236.00993656285;1596.48232663965,-26.103554383667,1236.00993656285;1594.39854850701,-29.7127639810881,1236.00993656285;1592.91946650672,-31.1918459813817,1236.00993656285;1589.31025690931,-33.2756241140076,1236.00993656285;1585.20601519,-33.9993126644714,1236.00993656285;1550.20601519002,-33.9993126644716,1236.00993656285;1550.20601519002,-39.9993126645488,1236.00993656285;1650.20601518979,-39.9993126645482,1236.00993656285;1650.20601518979,-33.9993126644716,1236.00993656285;1615.20601518982,-33.999312664472,1236.00993656285;1611.10177347051,-33.2756241140089,1236.00993656285;1607.49256387309,-31.1918459813753,1236.00993656285;1606.0134818728,-29.7127639810881,1236.00993656285;1603.92970374017,-26.1035543836678,1236.00993656285;1603.38832215379,-24.0830907969937,1236.00993656285;1603.20601519024,-21.9993126691091,1236.00993656285;1603.20601519024,22.0005602034594,1236.00993656285;1603.38832215379,24.0843383313351,1236.00993656285;1603.92970374017,26.1048019180138,1236.00993656285;1606.0134818728,29.7140115154329,1236.00993656285;1607.49256387309,31.1930935157201,1236.00993656285;1611.10177347051,33.2768716483537,1236.00993656285;1615.20601518982,34.0005601988165,1236.00993656285;1650.20601518979,34.0005601988164,1236.00993656285;1650.20601518979,40.000560198893,1236.00993656285;","0,4.22994972382185E-13,304.8"
"demo-substation","4caf830b-6013-4b82-8428-be99220e932e.mod","3298235","True","StretchedBody","{""L"":""60"",""Array"":""1570.00000471761,101.000560198793,1975.00993621857;1570.00000471761,95.0005601988984,1975.00993621857;1570.00000471761,95.0005601988984,1874.93141923339;1570.00000471761,94.6868113057206,1873.15206083959;1570.00000471761,93.9319518789149,1871.53325957479;1570.00000471761,93.0395218382657,1870.64082953414;1570.00000471761,91.3553436288181,1869.4615552562;1570.00000471761,90.0005601990208,1869.01358447255;1570.00000471761,65.0005601989399,1869.01358447255;1570.00000471761,65.0005601989399,1863.00993621857;1570.00000471761,90.5953850225842,1863.00993621857;1570.00000471761,92.9723848811373,1863.42906542677;1570.00000471761,95.9257584548604,1864.68269813168;1570.00000471761,97.8792320212746,1866.63617169809;1570.00000471761,99.8882747592786,1869.72982622115;1570.00000471761,100.655116600043,1871.83670686294;1570.00000471761,101.000560198793,1874.42632903611;"",""Normal"":""304.8,0,0""}","60","1570.00000471761,101.000560198793,1975.00993621857;1570.00000471761,95.0005601988984,1975.00993621857;1570.00000471761,95.0005601988984,1874.93141923339;1570.00000471761,94.6868113057206,1873.15206083959;1570.00000471761,93.9319518789149,1871.53325957479;1570.00000471761,93.0395218382657,1870.64082953414;1570.00000471761,91.3553436288181,1869.4615552562;1570.00000471761,90.0005601990208,1869.01358447255;1570.00000471761,65.0005601989399,1869.01358447255;1570.00000471761,65.0005601989399,1863.00993621857;1570.00000471761,90.5953850225842,1863.00993621857;1570.00000471761,92.9723848811373,1863.42906542677;1570.00000471761,95.9257584548604,1864.68269813168;1570.00000471761,97.8792320212746,1866.63617169809;1570.00000471761,99.8882747592786,1869.72982622115;1570.00000471761,100.655116600043,1871.83670686294;1570.00000471761,101.000560198793,1874.42632903611;","304.8,0,0"
"demo-substation","4caf830b-6013-4b82-8428-be99220e932e.mod","3298258","True","StretchedBody","{""L"":""900.000191066277"",""Array"":""2055.00000274845,-414.999630867364,1094.51006369946;2055.00000274845,-414.999630867364,1100.51006369953;2095.00000274842,-414.999630867364,1100.51006369953;2099.10424446773,-414.999630867364,1101.23375224999;2102.71345406515,-414.999630867364,1103.31753038263;2104.19253606544,-414.999630867364,1104.79661238291;2106.27631419807,-414.999630867364,1108.40582198033;2106.81769578446,-414.999630867364,1110.42628556701;2107.00000274842,-414.999630867364,1112.51006369964;2107.00000274842,-414.999630867364,1202.00993656271;2106.81769578446,-414.999630867364,1204.09371469534;2106.27631419807,-414.999630867364,1206.11417828202;2104.19253606544,-414.999630867364,1209.72338787944;2102.71345406515,-414.999630867364,1211.20246987973;2099.10424446773,-414.999630867364,1213.28624801236;2095.00000274842,-414.999630867364,1214.00993656282;2055.00000274845,-414.999630867364,1214.00993656282;2055.00000274845,-414.999630867364,1220.0099365629;2165.00000274822,-414.999630867364,1220.00993656289;2165.00000274822,-414.999630867364,1214.00993656282;2125.00000274824,-414.999630867364,1214.00993656282;2120.89576102894,-414.999630867364,1213.28624801236;2117.28655143152,-414.999630867364,1211.20246987972;2115.80746943123,-414.999630867364,1209.72338787944;2113.7236912986,-414.999630867364,1206.11417828202;2113.18230971221,-414.999630867364,1204.09371469534;2113.00000274866,-414.999630867364,1202.00993656746;2113.00000274866,-414.999630867364,1112.51006369489;2113.18230971221,-414.999630867364,1110.42628556701;2113.7236912986,-414.999630867364,1108.40582198033;2115.80746943123,-414.999630867364,1104.79661238291;2117.28655143152,-414.999630867364,1103.31753038263;2120.89576102894,-414.999630867364,1101.23375224999;2125.00000274824,-414.999630867364,1100.51006369953;2165.00000274822,-414.999630867364,1100.51006369953;2165.00000274822,-414.999630867364,1094.51006369945;"",""Normal"":""0,304.8,0""}","900.000191066277","2055.00000274845,-414.999630867364,1094.51006369946;2055.00000274845,-414.999630867364,1100.51006369953;2095.00000274842,-414.999630867364,1100.51006369953;2099.10424446773,-414.999630867364,1101.23375224999;2102.71345406515,-414.999630867364,1103.31753038263;2104.19253606544,-414.999630867364,1104.79661238291;2106.27631419807,-414.999630867364,1108.40582198033;2106.81769578446,-414.999630867364,1110.42628556701;2107.00000274842,-414.999630867364,1112.51006369964;2107.00000274842,-414.999630867364,1202.00993656271;2106.81769578446,-414.999630867364,1204.09371469534;2106.27631419807,-414.999630867364,1206.11417828202;2104.19253606544,-414.999630867364,1209.72338787944;2102.71345406515,-414.999630867364,1211.20246987973;2099.10424446773,-414.999630867364,1213.28624801236;2095.00000274842,-414.999630867364,1214.00993656282;2055.00000274845,-414.999630867364,1214.00993656282;2055.00000274845,-414.999630867364,1220.0099365629;2165.00000274822,-414.999630867364,1220.00993656289;2165.00000274822,-414.999630867364,1214.00993656282;2125.00000274824,-414.999630867364,1214.00993656282;2120.89576102894,-414.999630867364,1213.28624801236;2117.28655143152,-414.999630867364,1211.20246987972;2115.80746943123,-414.999630867364,1209.72338787944;2113.7236912986,-414.999630867364,1206.11417828202;2113.18230971221,-414.999630867364,1204.09371469534;2113.00000274866,-414.999630867364,1202.00993656746;2113.00000274866,-414.999630867364,1112.51006369489;2113.18230971221,-414.999630867364,1110.42628556701;2113.7236912986,-414.999630867364,1108.40582198033;2115.80746943123,-414.999630867364,1104.79661238291;2117.28655143152,-414.999630867364,1103.31753038263;2120.89576102894,-414.999630867364,1101.23375224999;2125.00000274824,-414.999630867364,1100.51006369953;2165.00000274822,-414.999630867364,1100.51006369953;2165.00000274822,-414.999630867364,1094.51006369945;","0,304.8,0"
